,query,No,token,pos
52507,경주여행,1372,겠,EP
52508,경주여행,1372,습니다,EF
52509,경주여행,1372,음,IC
52510,경주여행,1372,택시,NNG
52511,경주여행,1372,투어,NNG
52512,경주여행,1372,도,JX
52513,경주여행,1372,시,NNB
52514,경주여행,1372,편안,NNG
52515,경주여행,1372,하,XSA
52516,경주여행,1372,게,EC
52517,경주여행,1372,최근,NNG
52518,경주여행,1372,들,XSN
52519,경주여행,1372,어,IC
52520,경주여행,1372,시,NNB
52521,경주여행,1372,많,VA
52522,경주여행,1372,은,ETM
52523,경주여행,1372,분,NNB
52524,경주여행,1372,들,XSN
52525,경주여행,1372,이,JKS
52526,경주여행,1372,택시,NNG
52527,경주여행,1372,투어,NNG
52528,경주여행,1372,를,JKO
52529,경주여행,1372,이용,NNG
52530,경주여행,1372,하,XSV
52531,경주여행,1372,시,EP
52532,경주여행,1372,는데요,EC
52533,경주여행,1373,1,SN
52534,경주여행,1373,박,NNBC
52535,경주여행,1373,2,SN
52536,경주여행,1373,일,NNBC
52537,경주여행,1373,로,JKB
52538,경주여행,1373,을,JKO
52539,경주여행,1373,갑니다,VV+EC
52540,경주여행,1373,1,SN
52541,경주여행,1373,박,NNBC
52542,경주여행,1373,2,SN
52543,경주여행,1373,일,NNBC
52544,경주여행,1373,로,JKB
52545,경주여행,1373,을,JKO
52546,경주여행,1373,갑니다,VV+EC
52547,경주여행,1373,천군동,NNP
52548,경주여행,1373,에,JKB
52549,경주여행,1373,위치,NNG
52550,경주여행,1373,한,XSA+ETM
52551,경주여행,1373,풀,NNG
52552,경주여행,1373,빌라,NNG
52553,경주여행,1373,3,SN
52554,경주여행,1373,시,NNBC
52555,경주여행,1373,입실,NNG
52556,경주여행,1373,인데,VCP+EC
52557,경주여행,1373,12,SN
52558,경주여행,1373,시,NNBC
52559,경주여행,1373,도착,NNG
52560,경주여행,1373,예정,NNG
52561,경주여행,1373,이,VCP
52562,경주여행,1373,라서,EC
52563,경주여행,1373,그동안,NNG
52564,경주여행,1373,안녕,NNG
52565,경주여행,1373,하,XSV
52566,경주여행,1373,세요,EP+EF
52567,경주여행,1373,무,XPN
52568,경주여행,1373,계획,NNG
52569,경주여행,1373,없이,MAG
52570,경주여행,1373,이,MM
52571,경주여행,1373,루트,NNG
52572,경주여행,1373,로,JKB
52573,경주여행,1373,가,VV
52574,경주여행,1373,면,EC
52575,경주여행,1373,실패,NNG
52576,경주여행,1373,가,JKS
52577,경주여행,1373,없,VA
52578,경주여행,1373,는,ETM
52579,경주여행,1373,소개,NNG
52580,경주여행,1373,해,XSV+EC
52581,경주여행,1373,볼까,VX+EC
52582,경주여행,1373,합니다,VX+EF
52583,경주여행,1373,한번,MAG
52584,경주여행,1373,보,VV
52585,경주여행,1373,시,EP
52586,경주여행,1373,고,EC
52587,경주여행,1373,마음,NNG
52588,경주여행,1373,에,JKB
52589,경주여행,1373,드,VV
52590,경주여행,1373,신다면,EP+EC
52591,경주여행,1374,에,JKB
52592,경주여행,1374,빠질,VV+ETM
52593,경주여행,1374,수,NNB
52594,경주여행,1374,없,VA
52595,경주여행,1374,는,ETM
52596,경주여행,1374,빵집,NNG
52597,경주여행,1374,?,SF
52598,경주여행,1374,에,JKB
52599,경주여행,1374,빠질,VV+ETM
52600,경주여행,1374,수,NNB
52601,경주여행,1374,없,VA
52602,경주여행,1374,는,ETM
52603,경주여행,1374,빵집,NNG
52604,경주여행,1374,알려,VV+EC
52605,경주여행,1374,주,VX
52606,경주여행,1374,세요,EP+EF
52607,경주여행,1374,주말,NNG
52608,경주여행,1374,에,JKB
52609,경주여행,1374,남편,NNG
52610,경주여행,1374,과,JC
52611,경주여행,1374,갑니다,VV+EC
52612,경주여행,1374,제,NP
52613,경주여행,1374,가,JKS
52614,경주여행,1374,빵,NNG
52615,경주여행,1374,을,JKO
52616,경주여행,1374,너무,MAG
52617,경주여행,1374,좋,VA
52618,경주여행,1374,아,EC
52619,경주여행,1374,하,VV
52620,경주여행,1374,는데,EC
52621,경주여행,1374,에서,NNG
52622,경주여행,1374,만,JX
52623,경주여행,1374,먹,VV
52624,경주여행,1374,을,ETM
52625,경주여행,1374,수,NNB
52626,경주여행,1374,있,VV
52627,경주여행,1374,는,ETM
52628,경주여행,1374,빵집,NNG
52629,경주여행,1374,어딘가요,NP+VCP+EF
52630,경주여행,1374,하,XSV
52631,경주여행,1374,기,ETN
52632,경주여행,1374,좋,VA
52633,경주여행,1374,은,ETM
52634,경주여행,1374,계절,NNG
52635,경주여행,1374,입니다,VCP+EF
52636,경주여행,1374,저,NP
52637,경주여행,1374,도,JX
52638,경주여행,1374,늘,MAG
52639,경주여행,1374,이맘때,NNG
52640,경주여행,1374,아이,NNG
52641,경주여행,1374,들,XSN
52642,경주여행,1374,과,JC
52643,경주여행,1374,에,JKB
52644,경주여행,1374,가,VV
52645,경주여행,1374,거든요,EF
52646,경주여행,1375,추천,NNG
52647,경주여행,1375,중학,NNG
52648,경주여행,1375,생,XSN
52649,경주여행,1375,이,VCP
52650,경주여행,1375,고,EC
52651,경주여행,1375,친구,NNG
52652,경주여행,1375,랑,JKB
52653,경주여행,1375,당일치기,NNG
52654,경주여행,1375,로,JKB
52655,경주여행,1375,을,JKO
52656,경주여행,1375,할려고,VV+EC
52657,경주여행,1375,하,VV
52658,경주여행,1375,는데,EC
52659,경주여행,1375,가,VX
52660,경주여행,1375,볼,EC+VX+ETM
52661,경주여행,1375,만,NNB
52662,경주여행,1375,한,XSA+ETM
52663,경주여행,1375,곳,NNB
52664,경주여행,1375,제,NP
52665,경주여행,1375,가,JKS
52666,경주여행,1375,저번,NNG
52667,경주여행,1375,에,JKB
52668,경주여행,1375,다녀온,VV+ETM
52669,경주여행,1375,코스,NNG
52670,경주여행,1375,를,JKO
52671,경주여행,1375,같이,MAG
52672,경주여행,1375,추천,NNG
52673,경주여행,1375,드릴,VV+ETM
52674,경주여행,1375,테,NNB+VCP
52675,경주여행,1375,니,EC
52676,경주여행,1375,참고,NNG
52677,경주여행,1375,용,XSN
52678,경주여행,1375,으로,JKB
52679,경주여행,1375,tistory,SL
52680,경주여행,1375,com,SL
52681,경주여행,1375,46,SN
52682,경주여행,1375,제,NP+JKG
52683,경주여행,1375,글,NNG
52684,경주여행,1375,이,JKS
52685,경주여행,1375,도움,NNG
52686,경주여행,1375,이,JKS
52687,경주여행,1375,되,VV
52688,경주여행,1375,서,EC
52689,경주여행,1375,즐거운,VA+ETM
52690,경주여행,1375,보내,VV
52691,경주여행,1375,시,EP
52692,경주여행,1375,면,EC
52693,경주여행,1375,좋,VA
52694,경주여행,1375,겠,EP
52695,경주여행,1375,네요,EC
52696,경주여행,1376,코스,NNG
52697,경주여행,1376,동선,NNG
52698,경주여행,1376,어떻게,MAG
52699,경주여행,1376,짜,VV
52700,경주여행,1376,야,EC
52701,경주여행,1376,될까요,VV+EF
52702,경주여행,1376,?,SF
52703,경주여행,1376,자차,NNG
52704,경주여행,1376,이용,NNG
52705,경주여행,1376,해서,XSV+EC
52706,경주여행,1376,1,SN
52707,경주여행,1376,박,NNBC
52708,경주여행,1376,2,SN
52709,경주여행,1376,일,NNBC
52710,경주여행,1376,로,JKB
52711,경주여행,1376,을,JKO
52712,경주여행,1376,가,VV
52713,경주여행,1376,려고,EC
52714,경주여행,1376,합니다,VX+EF
52715,경주여행,1376,코스,NNG
52716,경주여행,1376,동선,NNG
52717,경주여행,1376,어떻게,MAG
52718,경주여행,1376,짜,VV
52719,경주여행,1376,야,EC
52720,경주여행,1376,될까요,VV+EC
52721,경주여행,1376,이,MM
52722,경주여행,1376,문제,NNG
52723,경주여행,1376,에,JKB
52724,경주여행,1376,대한,VV+ETM
52725,경주여행,1376,해결책,NNG
52726,경주여행,1376,을,JKO
52727,경주여행,1376,제시,NNG
52728,경주여행,1376,해,XSV+EC
52729,경주여행,1376,드리,VX
52730,경주여행,1376,도록,EC
52731,경주여행,1376,하,VX
52732,경주여행,1376,겠,EP
52733,경주여행,1376,습니다,EF
52734,경주여행,1376,Step,SL
52735,경주여행,1376,1,SN
52736,경주여행,1376,이처럼,MAG
52737,경주여행,1376,코스,NNG
52738,경주여행,1376,동선,NNG
52739,경주여행,1376,을,JKO
52740,경주여행,1376,메인,VV+ETM
52741,경주여행,1376,으로,JKB
52742,경주여행,1376,잡,VV
52743,경주여행,1376,은,ETM
52744,경주여행,1376,장소,NNG
52745,경주여행,1376,와,JC
52746,경주여행,1376,그,NP
52747,경주여행,1376,와,JKB
52748,경주여행,1377,1,SN
52749,경주여행,1377,박,NNBC
52750,경주여행,1377,2,SN
52751,경주여행,1377,일,NNBC
52752,경주여행,1377,어르신,NNG
52753,경주여행,1377,들,XSN
52754,경주여행,1377,과,JKB
52755,경주여행,1377,함께,MAG
52756,경주여행,1377,~,SY
52757,경주여행,1377,숙소,NNG
52758,경주여행,1377,와,JC
52759,경주여행,1377,.,SF
52760,경주여행,1377,..,SY
52761,경주여행,1377,1,SN
52762,경주여행,1377,박,NNBC
52763,경주여행,1377,2,SN
52764,경주여행,1377,일,NNBC
52765,경주여행,1377,어르신,NNG
52766,경주여행,1377,들,XSN
52767,경주여행,1377,추천,NNG
52768,경주여행,1377,해,XSV+EC
52769,경주여행,1377,주,VX
52770,경주여행,1377,세요,EP+EF
52771,경주여행,1377,인원,NNG
52772,경주여행,1377,20,SN
52773,경주여행,1377,25,SN
52774,경주여행,1377,명,NNBC
52775,경주여행,1377,숙소,NNG
52776,경주여행,1377,는,JX
52777,경주여행,1377,식사,NNG
52778,경주여행,1377,가,JKS
52779,경주여행,1377,함께,MAG
52780,경주여행,1377,추천,NNG
52781,경주여행,1377,안녕,NNG
52782,경주여행,1377,하,XSV
52783,경주여행,1377,세요,EP+EF
52784,경주여행,1377,에,JKB
52785,경주여행,1377,관심,NNG
52786,경주여행,1377,이,JKS
52787,경주여행,1377,있,VV
52788,경주여행,1377,으신,EP+ETM
52789,경주여행,1377,것,NNB
52790,경주여행,1377,같,VA
52791,경주여행,1377,아서,EC
52792,경주여행,1377,저희,NP
52793,경주여행,1377,가,JKS
52794,경주여행,1377,함께,MAG
52795,경주여행,1377,하,VV
52796,경주여행,1377,는,ETM
52797,경주여행,1377,에서,JKB
52798,경주여행,1377,는,JX
52799,경주여행,1377,역사,NNG
52800,경주여행,1377,와,JC
52801,경주여행,1377,문화,NNG
52802,경주여행,1377,를,JKO
52803,경주여행,1377,경험,NNG
52804,경주여행,1377,할,XSV+ETM
52805,경주여행,1377,수,NNB
52806,경주여행,1377,있,VV
52807,경주여행,1377,는,ETM
52808,경주여행,1377,명소,NNG
52809,경주여행,1377,를,JKO
52810,경주여행,1377,추천,NNG
52811,경주여행,1377,합니다,XSV+EC
52812,경주여행,1378,용,XSN
52813,경주여행,1378,황,NNG
52814,경주여행,1378,이,JKS
52815,경주여행,1378,무엇,NP
52816,경주여행,1378,인가요,VCP+EF
52817,경주여행,1378,?,SF
52818,경주여행,1378,안녕,IC
52819,경주여행,1378,하,VV
52820,경주여행,1378,세요,EP+EF
52821,경주여행,1378,하,XSV
52822,경주여행,1378,려고,EC
52823,경주여행,1378,알아보,VV
52824,경주여행,1378,고,EC
52825,경주여행,1378,있,VX
52826,경주여행,1378,습니다,EF
52827,경주여행,1378,알아보,VV
52828,경주여행,1378,던,ETM
52829,경주여행,1378,중,NNB
52830,경주여행,1378,황리,NNG
52831,경주여행,1378,단,MM
52832,경주여행,1378,길,NNG
52833,경주여행,1378,과,JC
52834,경주여행,1378,용,NNG
52835,경주여행,1378,황동,NNG
52836,경주여행,1378,용,XSN
52837,경주여행,1378,황지,NNG
52838,경주여행,1378,구,VCP+EC
52839,경주여행,1378,이렇게,MAG
52840,경주여행,1378,알,VV
52841,경주여행,1378,게,EC
52842,경주여행,1378,되,VV
52843,경주여행,1378,었,EP
52844,경주여행,1378,는데,EC
52845,경주여행,1378,지역민,NNG
52846,경주여행,1378,은,JX
52847,경주여행,1378,용,NNG
52848,경주여행,1378,황,NNG
52849,경주여행,1378,쪽,NNB
52850,경주여행,1378,에서,JKB
52851,경주여행,1378,자주,MAG
52852,경주여행,1378,놀,VV
52853,경주여행,1378,고,EC
52854,경주여행,1378,관광객,NNG
52855,경주여행,1378,들,XSN
52856,경주여행,1378,은,JX
52857,경주여행,1378,황리,NNG
52858,경주여행,1378,단,MM
52859,경주여행,1378,길,NNG
52860,경주여행,1378,에서,JKB
52861,경주여행,1378,논다는,VV+ETM
52862,경주여행,1378,말,NNG
52863,경주여행,1378,이,JKS
52864,경주여행,1378,있,VV
52865,경주여행,1378,더라고요,EC
52866,경주여행,1378,용,NNG
52867,경주여행,1378,황동,NNG
52868,경주여행,1378,이,VCP
52869,경주여행,1378,라는,ETM
52870,경주여행,1378,곳,NNG
52871,경주여행,1378,은,JX
52872,경주여행,1378,아예,MAG
52873,경주여행,1378,없,VA
52874,경주여행,1378,던데,EC
52875,경주여행,1379,돌아볼,VV+ETM
52876,경주여행,1379,곳,NNB
52877,경주여행,1379,코스,NNG
52878,경주여행,1379,알아보,VV
52879,경주여행,1379,고,EC
52880,경주여행,1379,있,VX
52881,경주여행,1379,는데,EC
52882,경주여행,1379,마땅히,MAG
52883,경주여행,1379,갈만,NNG
52884,경주여행,1379,한,XSA+ETM
52885,경주여행,1379,곳,NNB
52886,경주여행,1379,있,VA
52887,경주여행,1379,을까,EF
52888,경주여행,1379,영,MAG
52889,경주여행,1379,안녕,NNG
52890,경주여행,1379,하,XSV
52891,경주여행,1379,세요,EP+EF
52892,경주여행,1379,취향,NNG
52893,경주여행,1379,대로,JKB
52894,경주여행,1379,머물,VV
52895,경주여행,1379,다,EC
52896,경주여행,1379,여기,VV
52897,경주여행,1379,어,EC
52898,경주여행,1379,때,NNG
52899,경주여행,1379,입니다,VCP+EF
52900,경주여행,1379,질문,NNG
52901,경주여행,1379,하,XSV
52902,경주여행,1379,신,EP+ETM
52903,경주여행,1379,관련,NNG
52904,경주여행,1379,답변,NNG
52905,경주여행,1379,드리,VV
52906,경주여행,1379,도록,EC
52907,경주여행,1379,하,VX
52908,경주여행,1379,겠,EP
52909,경주여행,1379,습니다,EF
52910,경주여행,1379,을,JKO
52911,경주여행,1379,하,VV
52912,경주여행,1379,시,EP
52913,경주여행,1379,나,EC
52914,경주여행,1379,봅니다,VX+EC
52915,경주여행,1379,갈,VX+ETM
52916,경주여행,1379,만,NNB
52917,경주여행,1379,한,XSA+ETM
52918,경주여행,1379,곳,NNG
52919,경주여행,1379,몇,MM
52920,경주여행,1379,가지,NNBC
52921,경주여행,1379,알려,VV+EC
52922,경주여행,1379,드리,VX
52923,경주여행,1379,도록,EC
52924,경주여행,1380,할머니,NNG
52925,경주여행,1380,랑,JKB
52926,경주여행,1380,12,SN
52927,경주여행,1380,월,NNBC
52928,경주여행,1380,할머니,NNG
52929,경주여행,1380,랑,JKB
52930,경주여행,1380,1,SN
52931,경주여행,1380,박,NNBC
52932,경주여행,1380,2,SN
52933,경주여행,1380,일,NNBC
52934,경주여행,1380,로,JKB
52935,경주여행,1380,갈려고,VV+EC
52936,경주여행,1380,하,VV
52937,경주여행,1380,는데,EC
52938,경주여행,1380,코스,NNG
52939,경주여행,1380,를,JKO
52940,경주여행,1380,어떻게,MAG
52941,경주여행,1380,짜,VV
52942,경주여행,1380,면,EC
52943,경주여행,1380,좋,VA
52944,경주여행,1380,을까요,EC
52945,경주여행,1380,질문,NNG
52946,경주여행,1380,하,XSV
52947,경주여행,1380,신,EP+ETM
52948,경주여행,1380,과,JC
52949,경주여행,1380,관련,NNG
52950,경주여행,1380,하,XSA
52951,경주여행,1380,여,EC
52952,경주여행,1380,답변,NNG
52953,경주여행,1380,드리,VV
52954,경주여행,1380,겠,EP
52955,경주여행,1380,습니다,EF
52956,경주여행,1380,할머니,NNG
52957,경주여행,1380,랑,JKB
52958,경주여행,1380,을,JKO
52959,경주여행,1380,요즘,NNG
52960,경주여행,1380,에,JKB
52961,경주여행,1380,는,JX
52962,경주여행,1380,택시,NNG
52963,경주여행,1380,투어,NNG
52964,경주여행,1380,를,JKO
52965,경주여행,1380,통해,VV+EC
52966,경주여행,1380,보다,MAG
52967,경주여행,1380,편안,NNG
52968,경주여행,1380,하,XSA
52969,경주여행,1380,게,EC
52970,경주여행,1380,을,JKO
52971,경주여행,1380,즐겨,VV+EC
52972,경주여행,1380,보,VX
52973,경주여행,1380,실,EP+ETM
52974,경주여행,1380,수,NNB
52975,경주여행,1381,1,SN
52976,경주여행,1381,박,NNBC
52977,경주여행,1381,2,SN
52978,경주여행,1381,일,NNBC
52979,경주여행,1381,알찬,VA+ETM
52980,경주여행,1381,코스,NNG
52981,경주여행,1381,로,JKB
52982,경주여행,1381,추천,NNG
52983,경주여행,1381,해,XSV+EC
52984,경주여행,1381,주,VX
52985,경주여행,1381,세요,EP+EF
52986,경주여행,1381,^^,SY
52987,경주여행,1381,1,SN
52988,경주여행,1381,박,NNBC
52989,경주여행,1381,2,SN
52990,경주여행,1381,일,NNBC
52991,경주여행,1381,알찬,VA+ETM
52992,경주여행,1381,코스,NNG
52993,경주여행,1381,로,JKB
52994,경주여행,1381,추천,NNG
52995,경주여행,1381,해,XSV+EC
52996,경주여행,1381,주,VX
52997,경주여행,1381,세요,EP+EF
52998,경주여행,1381,1,SN
52999,경주여행,1381,박,NNBC
53000,경주여행,1381,이,VCP
53001,경주여행,1381,라,EC
53002,경주여행,1381,짧,VA
53003,경주여행,1381,지만,EC
53004,경주여행,1381,질문,NNG
53005,경주여행,1381,하,XSV
53006,경주여행,1381,신,EP+ETM
53007,경주여행,1381,관련,NNG
53008,경주여행,1381,답변,NNG
53009,경주여행,1381,드리,VV
53010,경주여행,1381,도록,EC
53011,경주여행,1381,하,VX
53012,경주여행,1381,겠,EP
53013,경주여행,1381,습니다,EF
53014,경주여행,1381,1,SN
53015,경주여행,1381,박,NNBC
53016,경주여행,1381,2,SN
53017,경주여행,1381,일,NNBC
53018,경주여행,1381,을,JKO
53019,경주여행,1381,다녀오,VV
53020,경주여행,1381,실,EP+ETM
53021,경주여행,1381,예정,NNG
53022,경주여행,1381,이,VCP
53023,경주여행,1381,시,EP
53024,경주여행,1381,군요,EC
53025,경주여행,1381,가,VX
53026,경주여행,1381,볼,EC+VX+ETM
53027,경주여행,1381,만,NNB
53028,경주여행,1381,한,XSA+ETM
53029,경주여행,1381,곳,NNG
53030,경주여행,1381,들,XSN
53031,경주여행,1381,좋,VA
53032,경주여행,1381,으니,EC
53033,경주여행,1381,하,XSV
53034,경주여행,1381,시,EP
53035,경주여행,1381,는데,EC
53036,경주여행,1381,참고,NNG
53037,경주여행,1381,하,XSV
53038,경주여행,1381,시,EP
53039,경주여행,1381,기,ETN
53040,경주여행,1381,바랍니다,VV+EF
53041,경주여행,1381,도움,NNG
53042,경주여행,1381,이,JKS
53043,경주여행,1382,사월,NNG
53044,경주여행,1382,말,NNG
53045,경주여행,1382,에,JKB
53046,경주여행,1382,가족,NNG
53047,경주여행,1382,들,XSN
53048,경주여행,1382,과,JC
53049,경주여행,1382,계획,NNG
53050,경주여행,1382,중,NNB
53051,경주여행,1382,인데,VCP+EC
53052,경주여행,1382,사월,NNG
53053,경주여행,1382,말,NNG
53054,경주여행,1382,에,JKB
53055,경주여행,1382,가족,NNG
53056,경주여행,1382,들,XSN
53057,경주여행,1382,과,JC
53058,경주여행,1382,계획,NNG
53059,경주여행,1382,중,NNB
53060,경주여행,1382,인데,VCP+EC
53061,경주여행,1382,는,JX
53062,경주여행,1382,처음,MAG
53063,경주여행,1382,가,VV
53064,경주여행,1382,는,ETM
53065,경주여행,1382,곳,NNG
53066,경주여행,1382,이,JKS
53067,경주여행,1382,업,VV
53068,경주여행,1382,네요,EC
53069,경주여행,1382,가족,NNG
53070,경주여행,1382,들,XSN
53071,경주여행,1382,과,JKB
53072,경주여행,1382,가,VV
53073,경주여행,1382,볼,EC+VX+ETM
53074,경주여행,1382,만,NNB
53075,경주여행,1382,한,XSA+ETM
53076,경주여행,1382,곳,NNB
53077,경주여행,1382,즘,MAJ
53078,경주여행,1382,소개,NNG
53079,경주여행,1382,해,XSV+EC
53080,경주여행,1382,주,VX
53081,경주여행,1382,세요,EP+EF
53082,경주여행,1382,경경,NNG
53083,경주여행,1382,주,VV
53084,경주여행,1382,는,ETM
53085,경주여행,1382,가족,NNG
53086,경주여행,1382,과,JKB
53087,경주여행,1382,함께,MAG
53088,경주여행,1382,계획,NNG
53089,경주여행,1382,하,XSV
53090,경주여행,1382,고,EC
53091,경주여행,1382,계시,VX
53092,경주여행,1382,군요,EC
53093,경주여행,1382,한화,NNG
53094,경주여행,1382,리조트,NNG
53095,경주여행,1382,내,NNB
53096,경주여행,1382,에서,JKB
53097,경주여행,1382,도,JX
53098,경주여행,1382,즐거운,VA+ETM
53099,경주여행,1382,의,JKG
53100,경주여행,1382,추억,NNG
53101,경주여행,1382,을,JKO
53102,경주여행,1382,만드실,VV+EP+ETM
53103,경주여행,1382,수,NNB
53104,경주여행,1383,지금,MAG
53105,경주여행,1383,3,SN
53106,경주여행,1383,가지,NNBC
53107,경주여행,1383,만,JX
53108,경주여행,1383,답,NNG
53109,경주여행,1383,해,XSV+EC
53110,경주여행,1383,주,VX
53111,경주여행,1383,세요,EP+EF
53112,경주여행,1383,1,SN
53113,경주여행,1383,지금,MAG
53114,경주여행,1383,가,VV
53115,경주여행,1383,면,EC
53116,경주여행,1383,많이,MAG
53117,경주여행,1383,더,MAG
53118,경주여행,1383,울,VV
53119,경주여행,1383,까요,EF
53120,경주여행,1383,2,SN
53121,경주여행,1383,쪄죽,VV
53122,경주여행,1383,을,ETM
53123,경주여행,1383,정도,NNG
53124,경주여행,1383,로,JKB
53125,경주여행,1383,못,MAG
53126,경주여행,1383,돌아다니,VV
53127,경주여행,1383,나요,EC
53128,경주여행,1383,3,SN
53129,경주여행,1383,고속버스,NNG
53130,경주여행,1383,타,VV
53131,경주여행,1383,고,EC
53132,경주여행,1383,1,SN
53133,경주여행,1383,지금,MAG
53134,경주여행,1383,가,VV
53135,경주여행,1383,면,EC
53136,경주여행,1383,많이,MAG
53137,경주여행,1383,더,MAG
53138,경주여행,1383,울,VV
53139,경주여행,1383,까요,EF
53140,경주여행,1383,가장,MAG
53141,경주여행,1383,더운,VA+ETM
53142,경주여행,1383,시기,NNG
53143,경주여행,1383,입니다,VCP+EF
53144,경주여행,1383,낮,NNG
53145,경주여행,1383,에,JKB
53146,경주여행,1383,30,SN
53147,경주여행,1383,도,NNBC
53148,경주여행,1383,가,JKC
53149,경주여행,1383,넘,VV
53150,경주여행,1383,고,EC
53151,경주여행,1383,34,SN
53152,경주여행,1383,도,NNBC
53153,경주여행,1383,까지,JX
53154,경주여행,1383,갈,VV+ETM
53155,경주여행,1383,수,NNB
53156,경주여행,1383,도,JX
53157,경주여행,1383,있,VA
53158,경주여행,1383,습니다,EF
53159,경주여행,1383,2,SN
53160,경주여행,1384,3,SN
53161,경주여행,1384,박,NNBC
53162,경주여행,1384,4,SN
53163,경주여행,1384,일,NNBC
53164,경주여행,1384,가족,NNG
53165,경주여행,1384,코스,NNG
53166,경주여행,1384,추천,NNG
53167,경주여행,1384,부탁드려요,VV+EF
53168,경주여행,1384,!,SF
53169,경주여행,1384,3,SN
53170,경주여행,1384,박,NNBC
53171,경주여행,1384,4,SN
53172,경주여행,1384,일,NNBC
53173,경주여행,1384,코스,NNG
53174,경주여행,1384,로,JKB
53175,경주여행,1384,추천,NNG
53176,경주여행,1384,부탁,NNG
53177,경주여행,1384,드려요,VV+EC
53178,경주여행,1384,이번,NNG
53179,경주여행,1384,추석,NNG
53180,경주여행,1384,기간,NNG
53181,경주여행,1384,에,JKB
53182,경주여행,1384,4,SN
53183,경주여행,1384,인,NNG
53184,경주여행,1384,가족,NNG
53185,경주여행,1384,아이,NNG
53186,경주여행,1384,들,XSN
53187,경주여행,1384,은,JX
53188,경주여행,1384,없,VA
53189,경주여행,1384,어요,EF
53190,경주여행,1384,이,MM
53191,경주여행,1384,함께,MAG
53192,경주여행,1384,을,JKO
53193,경주여행,1384,가,VV
53194,경주여행,1384,고자,EC
53195,경주여행,1384,3,SN
53196,경주여행,1384,박,NNBC
53197,경주여행,1384,4,SN
53198,경주여행,1384,일,NNBC
53199,경주여행,1384,가족,NNG
53200,경주여행,1384,코스,NNG
53201,경주여행,1384,추천,NNG
53202,경주여행,1384,해,XSV+EC
53203,경주여행,1384,드릴게요,VX+EF
53204,경주여행,1384,제,NP
53205,경주여행,1384,가,JKS
53206,경주여행,1384,여러분,NP
53207,경주여행,1384,을,JKO
53208,경주여행,1384,위해,VV+EC
53209,경주여행,1384,직접,MAG
53210,경주여행,1384,조사,NNG
53211,경주여행,1384,한,XSA+ETM
53212,경주여행,1384,결과,NNG
53213,경주여행,1384,를,JKO
53214,경주여행,1384,바탕,NNG
53215,경주여행,1384,으로,JKB
53216,경주여행,1384,최적,NNG
53217,경주여행,1384,의,JKG
53218,경주여행,1384,코스,NNG
53219,경주여행,1384,를,JKO
53220,경주여행,1384,제안,NNG
53221,경주여행,1384,해,XSV+EC
53222,경주여행,1385,초등학생,NNG
53223,경주여행,1385,전남,NNP
53224,경주여행,1385,에서,JKB
53225,경주여행,1385,2,SN
53226,경주여행,1385,박,NNBC
53227,경주여행,1385,3,SN
53228,경주여행,1385,일,NNBC
53229,경주여행,1385,로,JKB
53230,경주여행,1385,초등학생,NNG
53231,경주여행,1385,데리,VV
53232,경주여행,1385,고,EC
53233,경주여행,1385,을,JKO
53234,경주여행,1385,가져,VV+EC
53235,경주여행,1385,고하,VV
53236,경주여행,1385,는데요,EF
53237,경주여행,1385,아,IC
53238,경주여행,1385,코스,NNG
53239,경주여행,1385,짜,VV
53240,경주여행,1385,기,ETN
53241,경주여행,1385,가,JKS
53242,경주여행,1385,쉽,VA
53243,경주여행,1385,지,EC
53244,경주여행,1385,않,VX
53245,경주여행,1385,네요,EF
53246,경주여행,1385,숙소,NNG
53247,경주여행,1385,는,JX
53248,경주여행,1385,질문,NNG
53249,경주여행,1385,하,XSV
53250,경주여행,1385,신,EP+ETM
53251,경주여행,1385,여행지,NNG
53252,경주여행,1385,관련,NNG
53253,경주여행,1385,답변,NNG
53254,경주여행,1385,드리,VV
53255,경주여행,1385,도록,EC
53256,경주여행,1385,하,VX
53257,경주여행,1385,겠,EP
53258,경주여행,1385,습니다,EF
53259,경주여행,1385,2,SN
53260,경주여행,1385,박,NNBC
53261,경주여행,1385,3,SN
53262,경주여행,1385,일,NNBC
53263,경주여행,1385,간,NNG
53264,경주여행,1385,다녀올,VV+ETM
53265,경주여행,1385,만,NNB
53266,경주여행,1385,한,XSA+ETM
53267,경주여행,1385,곳,NNG
53268,경주여행,1385,으로,JKB
53269,경주여행,1385,여행지,NNG
53270,경주여행,1385,를,JKO
53271,경주여행,1385,찾,VV
53272,경주여행,1385,고,EC
53273,경주여행,1385,계시,VX
53274,경주여행,1385,나,EC
53275,경주여행,1385,봅니다,VX+EC
53276,경주여행,1385,에,JKB
53277,경주여행,1386,코스,NNG
53278,경주여행,1386,동선,NNG
53279,경주여행,1386,별,XSN
53280,경주여행,1386,로,JKB
53281,경주여행,1386,추천,NNG
53282,경주여행,1386,해,XSV+EC
53283,경주여행,1386,주,VX
53284,경주여행,1386,세요,EP+EF
53285,경주여행,1386,.,SF
53286,경주여행,1386,코스,NNG
53287,경주여행,1386,동선,NNG
53288,경주여행,1386,일,NNG
53289,경주여행,1386,이,JKS
53290,경주여행,1386,있,VV
53291,경주여행,1386,어서,EC
53292,경주여행,1386,가,VV
53293,경주여행,1386,는,ETM
53294,경주여행,1386,김,NNB
53295,경주여행,1386,에,JKB
53296,경주여행,1386,다음,NNG
53297,경주여행,1386,주,NNG
