,query,token,pos
2687,전주여행,여수,NNG
2693,전주여행,제주,NNP
2695,전주여행,제주도,NNP
2700,전주여행,곳,NNG
2701,전주여행,전문,NNG
2703,전주여행,플,NNG
2705,전주여행,언서,NNG
2706,전주여행,전,NNG
2707,전주여행,주달,NNG
2708,전주여행,봉이,NNG
2710,전주여행,팀조,NNP
2711,전주여행,뮤,NNG
2723,전주여행,곳,NNG
2725,전주여행,맛집,NNG
2733,전주여행,서울,NNP
2734,전주여행,지방,NNG
2735,전주여행,변호,NNG
2736,전주여행,사회,NNG
2737,전주여행,소속,NNG
2739,전주여행,지식,NNG
2741,전주여행,법률,NNG
2742,전주여행,상담,NNG
2744,전주여행,진행,NNG
2749,전주여행,김선용,NNP
2750,전주여행,변호사,NNG
2759,전주여행,인,NNG
2760,전주여행,스타,NNG
2761,전주여행,그램,NNG
2764,전주여행,검색,NNG
2767,전주여행,한옥마을,NNP
2768,전주여행,준비,NNG
2771,전주여행,대여,NNG
2773,전주여행,천차만별,NNG
2775,전주여행,기본,NNG
2776,전주여행,금액,NNG
2781,전주여행,시작,NNG
2783,전주여행,시간,NNG
2785,전주여행,한복,NNG
2788,전주여행,가격,NNG
2791,전주여행,맛집,NNG
2792,전주여행,국내,NNG
2793,전주여행,전,NNG
2794,전주여행,주달,NNG
2795,전주여행,봉,NNG
2797,전주여행,달,NNG
2798,전주여행,봉,NNG
2799,전주여행,티비,NNG
2800,전주여행,코스,NNG
2805,전주여행,곳,NNG
2806,전주여행,여수,NNG
2807,전주여행,여수,NNG
2813,전주여행,제주,NNP
2815,전주여행,고등학교,NNG
2816,전주여행,친구,NNG
2819,전주여행,당일치기,NNG
2821,전주여행,고등학교,NNG
2823,전주여행,학년,NNG
2824,전주여행,친구,NNG
2830,전주여행,달,NNG
2833,전주여행,당일,NNG
2838,전주여행,예정,NNG
2840,전주여행,부모,NNG
2845,전주여행,말씀,NNG
2848,전주여행,허락,NNG
2855,전주여행,고등학교,NNG
2856,전주여행,시절,NNG
2857,전주여행,친구,NNG
2863,전주여행,추억,NNG
2877,전주여행,휴가,NNG
2880,전주여행,코스,NNG
2881,전주여행,추천,NNG
2885,전주여행,위,NNG
2887,전주여행,일정,NNG
2889,전주여행,참고,NNG
2892,전주여행,제시,NNG
2897,전주여행,일정,NNG
2900,전주여행,조정,NNG
2906,전주여행,음식점,NNG
2908,전주여행,웨이팅,NNG
2909,전주여행,시간,NNG
2911,전주여행,방문,NNG
2912,전주여행,시간,NNG
2914,전주여행,요일,NNG
2921,전주여행,참고,NNG
2930,전주여행,여자,NNG
2940,전주여행,질문,NNG
2949,전주여행,다음,NNG
2953,전주여행,일정,NNG
2955,전주여행,추천,NNG
2960,전주여행,한옥마을,NNP
2961,전주여행,전통,NNG
2962,전주여행,한옥,NNG
2963,전주여행,건물,NNG
2965,전주여행,전통,NNG
2966,전주여행,문화,NNG
2968,전주여행,경험,NNG
2975,전주여행,향교,NNP
2976,전주여행,조선,NNP
2977,전주여행,시대,NNG
2978,전주여행,교육,NNG
2979,전주여행,기관,NNG
2981,전주여행,향교,NNG
2987,전주여행,남부,NNG
2988,전주여행,시장,NNG
2989,전주여행,전,NNG
2990,전주여행,주의,NNG
2991,전주여행,코스,NNG
3000,전주여행,안녕,NNG
3003,전주여행,가족,NNG
3011,전주여행,당장,NNG
3012,전주여행,이번,NNG
3013,전주여행,주,NNG
3014,전주여행,금요일,NNG
3021,전주여행,숙소,NNG
3023,전주여행,라,NNG
3025,전주여행,호텔,NNG
3030,전주여행,한옥마을,NNP
3042,전주여행,카페,NNG
3043,전주여행,투어,NNG
3046,전주여행,코스,NNG
3055,전주여행,스로,NNG
3060,전주여행,대둔산,NNP
3061,전주여행,케이블카,NNG
3062,전주여행,주말,NNG
3064,전주여행,사람,NNG
3070,전주여행,코스,NNG
3071,전주여행,추천,NNG
3075,전주여행,맛집,NNG
3076,전주여행,국내,NNG
3077,전주여행,전,NNG
3078,전주여행,주달,NNG
3079,전주여행,봉,NNG
3081,전주여행,달,NNG
3082,전주여행,봉,NNG
3083,전주여행,티비,NNG
3084,전주여행,코스,NNG
3089,전주여행,곳,NNG
3090,전주여행,여수,NNG
3091,전주여행,여수,NNG
3097,전주여행,제주,NNP
3099,전주여행,제주도,NNP
3104,전주여행,곳,NNG
3105,전주여행,전문,NNG
3106,전주여행,코스,NNG
3113,전주여행,복귀,NNG
3122,전주여행,지난주,NNG
3124,전주여행,당일,NNG
3125,전주여행,코스,NNG
3130,전주여행,주말,NNG
3134,전주여행,차,NNG
3139,전주여행,관광지,NNG
3142,전주여행,사람,NNG
3147,전주여행,생각,NNG
3155,전주여행,최소한,NNG
3160,전주여행,한옥마을,NNP
3161,전주여행,당일치기,NNG
3162,전주여행,질문,NNG
3163,전주여행,여수,NNP
3164,전주여행,제주도,NNP
3165,전주여행,맛집,NNG
3166,전주여행,전,NNG
3167,전주여행,주달,NNG
3168,전주여행,봉,NNG
3170,전주여행,달,NNG
3171,전주여행,봉,NNG
3172,전주여행,티비,NNG
3173,전주여행,코스,NNG
3178,전주여행,곳,NNG
3179,전주여행,여수,NNG
3180,전주여행,여수,NNG
3186,전주여행,제주,NNP
3188,전주여행,제주도,NNP
3193,전주여행,곳,NNG
3194,전주여행,전문,NNG
3196,전주여행,플,NNG
3198,전주여행,언서,NNG
3199,전주여행,전,NNG
3200,전주여행,주달,NNG
3201,전주여행,봉이,NNG
3208,전주여행,흐노,NNP
3212,전주여행,전망,NNG
3216,전주여행,혼자,NNG
3222,전주여행,사람,NNG
3226,전주여행,맛집,NNG
3229,전주여행,곳,NNG
3240,전주여행,중순,NNG
3247,전주여행,계절,NNG
3250,전주여행,현재,NNG
3252,전주여행,코로나,NNP
3256,전주여행,여행객,NNG
3262,전주여행,사람,NNG
3270,전주여행,예상,NNG
3275,전주여행,맛집,NNG
3279,전주여행,이번,NNG
3280,전주여행,달,NNG
3284,전주여행,친구,NNG
3300,전주여행,답장,NNG
3305,전주여행,감사,NNG
3310,전주여행,여수,NNP
3313,전주여행,왕복,NNG
3314,전주여행,기차표,NNG
3315,전주여행,값,NNG
3317,전주여행,얼마,NNG
3320,전주여행,중,NNG
3325,전주여행,주가,NNG
3337,전주여행,월요일,NNG
3338,전주여행,휴무,NNG
3343,전주여행,맛집,NNG
3344,전주여행,국내,NNG
3345,전주여행,전,NNG
3346,전주여행,주달,NNG
3347,전주여행,봉,NNG
3349,전주여행,달,NNG
3350,전주여행,봉,NNG
3351,전주여행,티비,NNG
3352,전주여행,코스,NNG
3357,전주여행,곳,NNG
3358,전주여행,여수,NNG
3359,전주여행,여수,NNG
3365,전주여행,제주,NNP
3367,전주여행,제주도,NNP
3372,전주여행,곳,NNG
3373,전주여행,전문,NNG
3375,전주여행,플,NNG
3377,전주여행,언서,NNG
3378,전주여행,전,NNG
3379,전주여행,주달,NNG
3380,전주여행,봉이,NNG
3382,전주여행,걱정,NNG
3388,전주여행,대부분,NNG
3389,전주여행,오픈,NNG
3392,전주여행,당일치기,NNG
3393,전주여행,부모,NNG
3397,전주여행,맛집,NNG
3398,전주여행,국내,NNG
3399,전주여행,전,NNG
3400,전주여행,주달,NNG
3401,전주여행,봉,NNG
3403,전주여행,달,NNG
3404,전주여행,봉,NNG
3405,전주여행,티비,NNG
3406,전주여행,코스,NNG
3411,전주여행,곳,NNG
3412,전주여행,여수,NNG
3413,전주여행,여수,NNG
3419,전주여행,제주,NNP
3421,전주여행,제주도,NNP
3426,전주여행,곳,NNG
3427,전주여행,전문,NNG
3429,전주여행,플,NNG
3431,전주여행,언서,NNG
3432,전주여행,전,NNG
3433,전주여행,주달,NNG
3434,전주여행,봉이,NNG
3436,전주여행,바다,NNP
3438,전주여행,군산,NNP
3439,전주여행,새만금,NNP
3443,전주여행,갈만,NNG
3445,전주여행,곳,NNG
3447,전주여행,숙소,NNG
3449,전주여행,한옥마을,NNP
3450,전주여행,게스트,NNP
3451,전주여행,하우스,NNP
3453,전주여행,안녕,NNG
3456,전주여행,가족,NNG
3464,전주여행,한옥마을,NNP
3478,전주여행,이번,NNG
3480,전주여행,기회,NNG
3486,전주여행,전라도,NNP
3487,전주여행,음식,NNG
3494,전주여행,전라도,NNP
3496,전주여행,대표,NNG
3497,전주여행,음식,NNG
3506,전주여행,맛집,NNG
3508,전주여행,코스,NNG
3509,전주여행,추천,NNG
3511,전주여행,코스,NNG
3512,전주여행,추천,NNG
3514,전주여행,여수,NNP
3515,전주여행,맛집,NNG
3516,전주여행,여수,NNG
3517,전주여행,전,NNG
3518,전주여행,주달,NNG
3519,전주여행,봉,NNG
3521,전주여행,달,NNG
3522,전주여행,봉,NNG
3523,전주여행,티비,NNG
3524,전주여행,코스,NNG
3529,전주여행,곳,NNG
3530,전주여행,여수,NNG
3531,전주여행,여수,NNG
3536,전주여행,곳,NNG
3538,전주여행,플,NNG
3540,전주여행,언서,NNG
3541,전주여행,전,NNG
3542,전주여행,주달,NNG
3543,전주여행,봉이,NNG
3545,전주여행,코스,NNG
3547,전주여행,대부분,NNG
3548,전주여행,한옥,NNG
3549,전주여행,마을,NNG
3551,전주여행,시작,NNG
3554,전주여행,볼거리,NNG
3555,전주여행,이번,NNG
3556,전주여행,주,NNG
3561,전주여행,거리,NNG
3562,전주여행,맛집,NNG
3568,전주여행,주,NNG
3574,전주여행,곳,NNG
3576,전주여행,추천,NNG
3581,전주여행,한옥마을,NNP
3582,전주여행,동물원,NNP
3583,전주여행,한국도로공사,NNP
3584,전주여행,수목원,NNG
3585,전주여행,덕진,NNP
3586,전주여행,공원,NNG
3587,전주여행,난장,NNG
3594,전주여행,뷰,NNP
3595,전주여행,카페,NNP
3596,전주여행,추천,NNG
3601,전주여행,맛집,NNG
3602,전주여행,국내,NNG
3603,전주여행,전,NNG
3604,전주여행,주달,NNG
3605,전주여행,봉,NNG
3607,전주여행,달,NNG
3608,전주여행,봉,NNG
3609,전주여행,티비,NNG
3610,전주여행,코스,NNG
3615,전주여행,곳,NNG
3616,전주여행,여수,NNG
3617,전주여행,여수,NNG
3623,전주여행,제주,NNP
3625,전주여행,제주도,NNP
3630,전주여행,곳,NNG
3631,전주여행,전문,NNG
3633,전주여행,플,NNG
3635,전주여행,언서,NNG
3636,전주여행,전,NNG
3637,전주여행,주달,NNG
3638,전주여행,봉이,NNG
3644,전주여행,주이,NNG
3646,전주여행,바다,NNG
3650,전주여행,가족,NNG
3651,전주여행,코스,NNG
3652,전주여행,문,NNG
3656,전주여행,맛집,NNG
3657,전주여행,국내,NNG
3658,전주여행,전,NNG
3659,전주여행,주달,NNG
3660,전주여행,봉,NNG
3662,전주여행,달,NNG
3663,전주여행,봉,NNG
3664,전주여행,티비,NNG
3665,전주여행,코스,NNG
3670,전주여행,곳,NNG
3671,전주여행,여수,NNG
3672,전주여행,여수,NNG
3678,전주여행,제주,NNP
3680,전주여행,제주도,NNP
3685,전주여행,곳,NNG
3686,전주여행,전문,NNG
3688,전주여행,플,NNG
3690,전주여행,언서,NNG
3691,전주여행,전,NNG
3692,전주여행,주달,NNG
3693,전주여행,봉이,NNG
3695,전주여행,코스,NNG
3697,전주여행,한옥,NNG
3698,전주여행,마을,NNG
3700,전주여행,코스,NNG
3702,전주여행,일정,NNG
3703,전주여행,추천,NNG
3704,전주여행,부탁,NNG
3707,전주여행,토요일,NNG
3708,전주여행,하루,NNG
3710,전주여행,일정,NNG
3714,전주여행,수정,NNG
3716,전주여행,필요,NNG
3718,전주여행,부분,NNG
3722,전주여행,인근,NNG
3723,전주여행,맛집,NNG
3730,전주여행,의견,NNG
3731,전주여행,부탁,NNG
3733,전주여행,맛집,NNG
3734,전주여행,국내,NNG
3735,전주여행,전,NNG
3736,전주여행,주달,NNG
3737,전주여행,봉,NNG
3739,전주여행,달,NNG
3740,전주여행,봉,NNG
3741,전주여행,티비,NNG
3742,전주여행,코스,NNG
3747,전주여행,곳,NNG
3748,전주여행,여수,NNG
3749,전주여행,여수,NNG
3755,전주여행,제주,NNP
3761,전주여행,한옥,NNG
3762,전주여행,마을,NNG
3763,전주여행,근처,NNG
3765,전주여행,숙박,NNG
3774,전주여행,맛집,NNG
3778,전주여행,버스,NNG
3780,전주여행,택시,NNG
3793,전주여행,곳,NNG
3797,전주여행,추천,NNG
3808,전주여행,코스,NNG
3809,전주여행,아침,NNG
3811,전주여행,현대,NNG
3812,전주여행,옥,NNG
3813,전주여행,본점,NNG
3818,전주여행,점심,NNG
3821,전주여행,비빔,NNG
3822,전주여행,소리,NNG
3829,전주여행,대옥,NNG
3831,전주여행,비빔,NNG
3832,전주여행,소리,NNG
3833,전주여행,중간,NNG
3836,전주여행,구경,NNG
3838,전주여행,곳,NNG
3840,전주여행,갈만,NNG
3845,전주여행,맛집,NNG
3846,전주여행,국내,NNG
3847,전주여행,전,NNG
3848,전주여행,주달,NNG
3849,전주여행,봉,NNG
3851,전주여행,달,NNG
3852,전주여행,봉,NNG
3853,전주여행,티비,NNG
3854,전주여행,코스,NNG
3855,전주여행,전라도,NNP
3880,전주여행,예정,NNG
3886,전주여행,곳,NNG
3887,전주여행,추천,NNG
3890,전주여행,체험,NNG
3893,전주여행,구용,NNG
3899,전주여행,곳,NNG
3901,전주여행,추천,NNG
3906,전주여행,한옥마을,NNP
3907,전주여행,참고,NNG
3917,전주여행,계획,NNG
3924,전주여행,주,NNG
3930,전주여행,곳,NNG
3932,전주여행,추천,NNG
3937,전주여행,한국,NNP
3938,전주여행,도로공사,NNP
3939,전주여행,수목원,NNG
3940,전주여행,동물원,NNP
3941,전주여행,자만,NNP
3942,전주여행,마을,NNG
3943,전주여행,벽화,NNG
3944,전주여행,갤러리,NNG
3945,전주여행,국립,NNG
3947,전주여행,주박,NNG
3948,전주여행,물관,NNG
3949,전주여행,코스,NNG
3950,전주여행,추천,NNG
3951,전주여행,코스,NNG
3952,전주여행,추천,NNG
3953,전주여행,안녕,NNG
3956,전주여행,맛집,NNG
3957,전주여행,블로그,NNG
3958,전주여행,전,NNG
3959,전주여행,주달,NNG
3960,전주여행,봉이,NNG
3962,전주여행,대부분,NNG
3967,전주여행,코스,NNG
3973,전주여행,한옥마을,NNP
3974,전주여행,경기전,NNG
3975,전주여행,남부,NNG
3976,전주여행,시장,NNG
3978,전주여행,시장,NNG
3979,전주여행,벽화,NNG
3980,전주여행,마을,NNG
3981,전주여행,전동성당,NNP
3982,전주여행,향교,NNG
3984,전주여행,목대,NNG
3994,전주여행,추가,NNG
3996,전주여행,코스,NNG
3997,전주여행,동선,NNG
4002,전주여행,숙소,NNG
4004,전주여행,완산구,NNP
4005,전주여행,서신동,NNP
4007,전주여행,맛집,NNG
4008,전주여행,국내,NNG
4009,전주여행,전,NNG
4010,전주여행,주달,NNG
4011,전주여행,봉,NNG
4013,전주여행,달,NNG
4014,전주여행,봉,NNG
4015,전주여행,티비,NNG
4016,전주여행,코스,NNG
4021,전주여행,곳,NNG
4022,전주여행,여수,NNG
4023,전주여행,여수,NNG
4029,전주여행,제주,NNP
4031,전주여행,제주도,NNP
4036,전주여행,곳,NNG
4037,전주여행,전문,NNG
4039,전주여행,플,NNG
4041,전주여행,언서,NNG
4042,전주여행,전,NNG
4043,전주여행,주달,NNG
4044,전주여행,봉이,NNG
4047,전주여행,한옥마을,NNP
4049,전주여행,크리스마스,NNG
4055,전주여행,당일치기,NNG
4062,전주여행,고등학생,NNG
4065,전주여행,정도,NNG
4081,전주여행,답변,NNG
4085,전주여행,대학,NNG
4088,전주여행,투어,NNG
4089,전주여행,공연,NNG
4092,전주여행,연극,NNG
4093,전주여행,추천,NNG
4101,전주여행,여제,NNG
4109,전주여행,전라도,NNP
4110,전주여행,사투리,NNG
4115,전주여행,억양,NNG
4120,전주여행,감,NNG
4125,전주여행,거북,NNG
4131,전주여행,일,NNG
4136,전주여행,사람,NNG
4138,전주여행,전라도,NNP
4139,전주여행,사투리,NNG
4146,전주여행,의외,NNG
4149,전주여행,전라북도,NNP
4150,전주여행,전주시,NNP
4156,전주여행,코스,NNG
4157,전주여행,추천,NNG
4159,전주여행,조언,NNG
4168,전주여행,한옥마을,NNP
4169,전주여행,경기전,NNG
4170,전주여행,난장,NNG
4171,전주여행,국립,NNG
4172,전주여행,박물관,NNG
4173,전주여행,동물원,NNG
4174,전주여행,이동,NNG
4175,전주여행,수단,NNG
4176,전주여행,자동차,NNG
4177,전주여행,맛집,NNG
4178,전주여행,국내,NNG
4179,전주여행,전,NNG
4180,전주여행,주달,NNG
4181,전주여행,봉,NNG
4183,전주여행,달,NNG
4184,전주여행,봉,NNG
4185,전주여행,티비,NNG
4186,전주여행,코스,NNG
4191,전주여행,곳,NNG
4192,전주여행,여수,NNG
4193,전주여행,여수,NNG
4199,전주여행,제주,NNP
4206,전주여행,한옥,NNG
4207,전주여행,마을,NNG
4208,전주여행,근처,NNG
4209,전주여행,짐,NNG
4212,전주여행,이용,NNG
4216,전주여행,원,NNG
4219,전주여행,장소,NNG
4221,전주여행,장소,NNG
4223,전주여행,짐,NNG
4224,전주여행,운송,NNG
4226,전주여행,가능,NNG
4228,전주여행,가격,NNG
4233,전주여행,앱,NNG
4236,전주여행,실시간,NNG
4238,전주여행,주문,NNG
4240,전주여행,현황,NNG
4241,전주여행,확인,NNG
4243,전주여행,가능,NNG
4246,전주여행,편리,NNG
4249,전주여행,이용,NNG
4251,전주여행,가능,NNG
4257,전주여행,참고,NNG
4267,전주여행,일정,NNG
4268,전주여행,이번,NNG
4275,전주여행,소요,NNG
4276,전주여행,시간,NNG
4282,전주여행,한옥마을,NNP
4283,전주여행,초코파이,NNP
4284,전주여행,체험,NNG
4285,전주여행,장,NNG
4286,전주여행,수목원,NNG
4288,전주여행,랜드,NNG
4289,전주여행,순,NNG
4293,전주여행,이동,NNG
4294,전주여행,시간,NNG
4301,전주여행,부탁,NNG
4304,전주여행,한옥마을,NNP
4307,전주여행,초코파이,NNP
4308,전주여행,체험,NNG
4313,전주여행,이번,NNG
4315,전주여행,태교,NNG
4327,전주여행,강아지,NNG
4330,전주여행,맛집,NNG
4331,전주여행,국내,NNG
4332,전주여행,전,NNG
4333,전주여행,주달,NNG
4334,전주여행,봉,NNG
4336,전주여행,달,NNG
4337,전주여행,봉,NNG
4338,전주여행,티비,NNG
4339,전주여행,코스,NNG
4344,전주여행,곳,NNG
4345,전주여행,여수,NNG
4346,전주여행,여수,NNG
4352,전주여행,제주,NNP
4354,전주여행,제주도,NNP
4359,전주여행,곳,NNG
4360,전주여행,전문,NNG
4362,전주여행,플,NNG
4364,전주여행,언서,NNG
4365,전주여행,전,NNG
4366,전주여행,주달,NNG
4367,전주여행,봉이,NNG
4369,전주여행,숙소,NNG
4376,전주여행,바닷가,NNG
4378,전주여행,추천,NNG
4382,전주여행,추천,NNG
4387,전주여행,주식,NNG
4389,전주여행,맥,NNG
4390,전주여행,문화,NNG
4392,전주여행,전일,NNG
4393,전주여행,슈퍼,NNG
4397,전주여행,주만,NNP
4399,전주여행,술,NNG
4400,전주여행,문화,NNG
4405,전주여행,피큐어,NNP
4406,전주여행,평점,NNG
4411,전주여행,전주식,NNP
4412,전주여행,한정식,NNP
